[06-03-26 00:01:17.170] LOG  : General     , 1772726477170> cachedir set to "/Users/zhangyuhao/Zomboid".
[06-03-26 00:01:17.177] LOG  : General     , 1772726477177> 06-03-2026 00:01:17.
[06-03-26 00:01:17.177] LOG  : General     , 1772726477177> cachedir is "/Users/zhangyuhao/Zomboid".
[06-03-26 00:01:17.177] LOG  : General     , 1772726477177> LogFileDir is "/Users/zhangyuhao/Zomboid/Logs".
[06-03-26 00:01:17.177] LOG  : General     , 1772726477177> ===== System specs =====.
[06-03-26 00:01:17.178] LOG  : General     , 1772726477178> OS: Mac OS X, version: 26.3, arch: x86_64.
[06-03-26 00:01:17.180] LOG  : General     , 1772726477180> Available processors (cores): 10.
[06-03-26 00:01:17.182] LOG  : General     , 1772726477182> Memory free: 208.0 MB.
[06-03-26 00:01:17.183] LOG  : General     , 1772726477183> Memory max: 3072.0 MB.
[06-03-26 00:01:17.183] LOG  : General     , 1772726477183> Memory  total available to JVM: 256.0 MB.
[06-03-26 00:01:17.186] LOG  : General     , 1772726477186> /, Total: 228.27386 GB, Free: 72.94609 GB.
[06-03-26 00:01:17.186] LOG  : General     , 1772726477186> ========================.
[06-03-26 00:01:17.187] LOG  : General     , 1772726477186> -- listing properties --.
[06-03-26 00:01:17.187] LOG  : General     , 1772726477187> socksProxyHost=127.0.0.1.
[06-03-26 00:01:17.187] LOG  : General     , 1772726477187> http.proxyHost=127.0.0.1.
[06-03-26 00:01:17.188] LOG  : General     , 1772726477188> java.specification.version=17.
[06-03-26 00:01:17.188] LOG  : General     , 1772726477188> sun.jnu.encoding=UTF-8.
[06-03-26 00:01:17.188] LOG  : General     , 1772726477188> java.class.path=/Users/zhangyuhao/Library/Application....
[06-03-26 00:01:17.188] LOG  : General     , 1772726477188> DocumentsDirectory=/Users/zhangyuhao/Documents.
[06-03-26 00:01:17.188] LOG  : General     , 1772726477188> CachesDirectory=/Users/zhangyuhao/Library/Caches.
[06-03-26 00:01:17.188] LOG  : General     , 1772726477188> https.proxyPort=6789.
[06-03-26 00:01:17.188] LOG  : General     , 1772726477188> java.vm.vendor=Azul Systems, Inc..
[06-03-26 00:01:17.188] LOG  : General     , 1772726477188> sun.arch.data.model=64.
[06-03-26 00:01:17.188] LOG  : General     , 1772726477188> java.vendor.url=http://www.azul.com/.
[06-03-26 00:01:17.188] LOG  : General     , 1772726477188> user.timezone=Asia/Shanghai.
[06-03-26 00:01:17.189] LOG  : General     , 1772726477189> zomboid.steam=1.
[06-03-26 00:01:17.190] LOG  : General     , 1772726477189> java.vm.specification.version=17.
[06-03-26 00:01:17.190] LOG  : General     , 1772726477190> os.name=Mac OS X.
[06-03-26 00:01:17.190] LOG  : General     , 1772726477190> sun.java.launcher=SUN_STANDARD.
[06-03-26 00:01:17.191] LOG  : General     , 1772726477191> user.country=CN.
[06-03-26 00:01:17.191] LOG  : General     , 1772726477191> sun.boot.library.path=/Users/zhangyuhao/Library/Application....
[06-03-26 00:01:17.191] LOG  : General     , 1772726477191> zomboid.znetlog=1.
[06-03-26 00:01:17.191] LOG  : General     , 1772726477191> sun.java.command=zombie.gameStates.MainScreenState -Dj....
[06-03-26 00:01:17.191] LOG  : General     , 1772726477191> http.nonProxyHosts=127.0.0.1|192.168.0.0/16|*.192.168.0.....
[06-03-26 00:01:17.191] LOG  : General     , 1772726477191> jdk.debug=release.
[06-03-26 00:01:17.191] LOG  : General     , 1772726477191> sun.cpu.endian=little.
[06-03-26 00:01:17.191] LOG  : General     , 1772726477191> user.home=/Users/zhangyuhao.
[06-03-26 00:01:17.191] LOG  : General     , 1772726477191> user.language=zh.
[06-03-26 00:01:17.192] LOG  : General     , 1772726477191> java.specification.vendor=Oracle Corporation.
[06-03-26 00:01:17.193] LOG  : General     , 1772726477193> java.version.date=2021-10-19.
[06-03-26 00:01:17.193] LOG  : General     , 1772726477193> java.home=/Users/zhangyuhao/Library/Application....
[06-03-26 00:01:17.193] LOG  : General     , 1772726477193> file.separator=/.
[06-03-26 00:01:17.193] LOG  : General     , 1772726477193> https.proxyHost=127.0.0.1.
[06-03-26 00:01:17.193] LOG  : General     , 1772726477193> line.separator=.
[06-03-26 00:01:17.193] LOG  : General     , 1772726477193> java.vm.specification.vendor=Oracle Corporation.
