DEBUG: General     , 1772727682075> LoggerManager.init                  > Initializing...
LOG  : General     , 1772728480843> MOVABLES: Not all members have a valid face defined for group: (Orange Abstract Rug) sheet = melos_tiles_rugs_02
LOG  : General     , 1772728480843> MOVABLES: Not all members have a valid face defined for group: (Green Mosaic Rug) sheet = melos_tiles_rugs_02
LOG  : General     , 1772728480843> MOVABLES: Not all members have a valid face defined for group: (Roses on Green Rug) sheet = melos_tiles_rugs_02
LOG  : General     , 1772728480843> MOVABLES: Not all members have a valid face defined for group: (Bordeaux Leaves Rug) sheet = melos_tiles_rugs_02
LOG  : General     , 1772728480843> MOVABLES: Not all members have a valid face defined for group: (Brown Shells Rug) sheet = melos_tiles_rugs_02
LOG  : General     , 1772728480843> MOVABLES: Not all members have a valid face defined for group: (Blue Classic Rug) sheet = melos_tiles_rugs_02
LOG  : General     , 1772728480844> MOVABLES: Object has too many faces defined for group: (Broccolee Sign) sheet = melos_tiles_shop_signs_02
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Fun Buns Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Brownstone Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Kostners Camping Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Gibson Theatre Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Chop Shop Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (State Revenue Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Large Motel Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Treehorn Bowling Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Wooden Arrow Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Treehorn Bowling Overlay Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Cook Travels Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Object has only one face defined for group: (Steelbody Gym Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Steelbody Gym Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Scott & Douglas Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Object only has 3 sprites, _might_ have a error in settings, group: (Steelbody Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Steelbody Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Eds Dryers Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480845> MOVABLES: Not all members have a valid face defined for group: (Washing Machines Sign) sheet = melos_tiles_shop_signs_03
LOG  : General     , 1772728480846> MOVABLES: Not all members have a valid face defined for group: (Metal Stairs) sheet = melos_tiles_stairs_01
LOG  : General     , 1772728480846> MOVABLES: Not all members have a valid face defined for group: (Wood Stairs) sheet = melos_tiles_stairs_01
LOG  : General     , 1772728480846> MOVABLES: Object has only one face defined for group: (Metal Beam) sheet = melos_tiles_stairs_01
LOG  : General     , 1772728480846> MOVABLES: Not all members have a valid face defined for group: (Metal Beam) sheet = melos_tiles_stairs_01
LOG  : General     , 1772728480846> MOVABLES: Not all members have a valid face defined for group: (Wood Beam) sheet = melos_tiles_stairs_01
LOG  : General     , 1772728480854> MOVABLES: Not all members have a valid face defined for group: (Cornice Purple Wall Moulding) sheet = melos_tiles_walls_detailing_03
LOG  : General     , 1772728480854> MOVABLES: Not all members have a valid face defined for group: (Cornice Brown Wall Moulding) sheet = melos_tiles_walls_detailing_03
LOG  : General     , 1772728480854> MOVABLES: Not all members have a valid face defined for group: (Cornice Smaragd Wall Moulding) sheet = melos_tiles_walls_detailing_03
LOG  : General     , 1772728480854> MOVABLES: Not all members have a valid face defined for group: (Cornice White Wall Moulding) sheet = melos_tiles_walls_detailing_03
LOG  : General     , 1772728480854> MOVABLES: Not all members have a valid face defined for group: (Cornice Blue Wall Moulding) sheet = melos_tiles_walls_detailing_03
LOG  : General     , 1772728480854> MOVABLES: Not all members have a valid face defined for group: (Cornice Green Wall Moulding) sheet = melos_tiles_walls_detailing_03
LOG  : General     , 1772728480854> MOVABLES: Not all members have a valid face defined for group: (Cornice Black Wall Moulding) sheet = melos_tiles_walls_detailing_03
LOG  : General     , 1772728480854> MOVABLES: Not all members have a valid face defined for group: (Cornice Bordeaux Wall Moulding) sheet = melos_tiles_walls_detailing_03
LOG  : General     , 1772728480854> MOVABLES: Not all members have a valid face defined for group: (Cornice Orange Wall Moulding) sheet = melos_tiles_walls_detailing_03
LOG  : General     , 1772728480854> MOVABLES: Not all members have a valid face defined for group: (Cornice Red Wall Moulding) sheet = melos_tiles_walls_detailing_03
LOG  : General     , 1772728480885> MOVABLES: Not all members have a valid face defined for group: (Falling Down Melos Wallpapers) sheet = melos_tiles_walls_special_03
LOG  : General     , 1772728480885> MOVABLES: Not all members have a valid face defined for group: (Gremlin Melos Wallpapers) sheet = melos_tiles_walls_special_03
LOG  : General     , 1772728480885> MOVABLES: Not all members have a valid face defined for group: (Kate Bush Melos Wallpapers) sheet = melos_tiles_walls_special_03
LOG  : General     , 1772728480885> MOVABLES: Not all members have a valid face defined for group: (Van Life Melos Wallpapers) sheet = melos_tiles_walls_special_03
LOG  : General     , 1772728480885> MOVABLES: Not all members have a valid face defined for group: (Terminator Melos Wallpapers) sheet = melos_tiles_walls_special_03
LOG  : General     , 1772728480885> MOVABLES: Not all members have a valid face defined for group: (Jurassic Park Melos Wallpapers) sheet = melos_tiles_walls_special_03
LOG  : General     , 1772728480885> MOVABLES: Not all members have a valid face defined for group: (Dodge Melos Wallpapers) sheet = melos_tiles_walls_special_03
LOG  : General     , 1772728480893> MOVABLES: Object has only one face defined for group: (Green Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Not all members have a valid face defined for group: (Green Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Object has only one face defined for group: (Blue Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Not all members have a valid face defined for group: (Blue Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Object has only one face defined for group: (Grey Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Not all members have a valid face defined for group: (Grey Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Object has only one face defined for group: (Purple Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Not all members have a valid face defined for group: (Purple Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Object has only one face defined for group: (Red Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Not all members have a valid face defined for group: (Red Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Object has only one face defined for group: (Yellow Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Not all members have a valid face defined for group: (Yellow Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Object has only one face defined for group: (Pink Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Not all members have a valid face defined for group: (Pink Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Object has only one face defined for group: (Turqouise Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480893> MOVABLES: Not all members have a valid face defined for group: (Turqouise Beanbag) sheet = melos_tiles_furniture_seating_01
LOG  : General     , 1772728480896> MOVABLES: Object has only one face defined for group: (Square Light Oak Green Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480896> MOVABLES: Not all members have a valid face defined for group: (Square Light Oak Green Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480896> MOVABLES: Object has only one face defined for group: (Roadhouse Round Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480896> MOVABLES: Not all members have a valid face defined for group: (Roadhouse Round Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480896> MOVABLES: Object has only one face defined for group: (Square Light Oak Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480896> MOVABLES: Not all members have a valid face defined for group: (Square Light Oak Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480896> MOVABLES: Object has only one face defined for group: (Square Dark Oak Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480896> MOVABLES: Not all members have a valid face defined for group: (Square Dark Oak Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480896> MOVABLES: Object has only one face defined for group: (Milk White Fancy Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480896> MOVABLES: Not all members have a valid face defined for group: (Milk White Fancy Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480896> MOVABLES: Object has only one face defined for group: (Diner Grey Round Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480896> MOVABLES: Not all members have a valid face defined for group: (Diner Grey Round Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480896> MOVABLES: Object has only one face defined for group: (Square Dark Wooden Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480896> MOVABLES: Not all members have a valid face defined for group: (Square Dark Wooden Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480896> MOVABLES: Object has only one face defined for group: (Diner Green Round Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Diner Green Round Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Diner Metal Round Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Diner Metal Round Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Square Light Oak Red Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Square Light Oak Red Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Red Folding Square Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Red Folding Square Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Square Broad White Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Square Broad White Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Greenwood Square Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Greenwood Square Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Milk White Square Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Milk White Square Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Milk White Round Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Milk White Round Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Square Brown Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Square Brown Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Square Oak Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Square Oak Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Square Light Oak Blue Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Square Light Oak Blue Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Grey Folding Square Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Grey Folding Square Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Blue Folding Square Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Blue Folding Square Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Modern White Glass Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Greenwood Bright Square Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Greenwood Bright Square Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Diner Blue Round Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Diner Blue Round Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Object has only one face defined for group: (Diner Yellow Round Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480897> MOVABLES: Not all members have a valid face defined for group: (Diner Yellow Round Table) sheet = melos_tiles_furniture_tables_01
LOG  : General     , 1772728480899> MOVABLES: Object has only one face defined for group: (Trashed White Counter) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480900> MOVABLES: Not all members have a valid face defined for group: (Trashed White Counter) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480900> MOVABLES: Object has only one face defined for group: (Another Broken Plastic Chair) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480900> MOVABLES: Not all members have a valid face defined for group: (Another Broken Plastic Chair) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480900> MOVABLES: Not all members have a valid face defined for group: (Broken Purple Chair) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: double SpriteGrid position (0,1) for multi sprite movable, group: (Damaged Chainlink Fence) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: SpriteGrid dimensions error for multi sprite movable, group: (Damaged Chainlink Fence) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Error in multi sprite movable, group: (Damaged Chainlink Fence) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Object has only one face defined for group: (Toppled Green Dinner Chair) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Difference in SpriteGrid settings for members of group: (Damaged Green Trash Bin) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Difference in SpriteGrid settings for members of group: (Damaged Metal Trash Bin) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Not all members have a valid face defined for group: (Toppled Junk Couch) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Not all members have a valid face defined for group: (Toppled Junk Chair) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Difference in SpriteGrid settings for members of group: (Stacked Junk Sofas) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Object has only one face defined for group: (Grey Junk Beanbag) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Not all members have a valid face defined for group: (Grey Junk Beanbag) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: double SpriteGrid position (0,1) for multi sprite movable, group: (Damaged Church Bench) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: SpriteGrid dimensions error for multi sprite movable, group: (Damaged Church Bench) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Error in multi sprite movable, group: (Damaged Church Bench) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Object has only one face defined for group: (Broken Plastic Chair) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Not all members have a valid face defined for group: (Broken Plastic Chair) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Not all members have a valid face defined for group: (Folded USA Flag) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Object has too many faces defined for group: (Stack of Junk Door) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Object has only one face defined for group: (Broken Green Dinner Chair) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Not all members have a valid face defined for group: (Broken Yellow Chair) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Object has only one face defined for group: (Lord Bloody Painting) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Not all members have a valid face defined for group: (Lord Bloody Painting) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Object has only one face defined for group: (Dismantled Green Dinner Chair) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Object has only one face defined for group: (Small Junk Mirror) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Object has only one face defined for group: (Stack of Junk Mirror) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480901> MOVABLES: Object has only one face defined for group: (Stacked Green Dinner Chair) sheet = melos_tiles_junk_01
LOG  : General     , 1772728480910> MOVABLES: Object has too many faces defined for group: (Victorian Smaragd Curtain) sheet = melos_tiles_curtains_01
LOG  : General     , 1772728480910> MOVABLES: Object has too many faces defined for group: (Victorian Green Double Curtain) sheet = melos_tiles_curtains_01
LOG  : General     , 1772728480910> MOVABLES: Object has too many faces defined for group: (Victorian Smaragd Double Curtain) sheet = melos_tiles_curtains_01
LOG  : General     , 1772728480910> MOVABLES: Object has too many faces defined for group: (Victorian Bernstein Double Curtain) sheet = melos_tiles_curtains_01
LOG  : General     , 1772728480910> MOVABLES: Object has too many faces defined for group: (Victorian Rubin Double Curtain) sheet = melos_tiles_curtains_01
LOG  : General     , 1772728480914> MOVABLES: Not all members have a valid face defined for group: (Fancy Black Metal Railing) sheet = melos_tiles_fencing_02
LOG  : General     , 1772728480914> MOVABLES: Not all members have a valid face defined for group: (Melos Low Wood Fence Brown) sheet = melos_tiles_fencing_02
LOG  : General     , 1772728480914> MOVABLES: Not all members have a valid face defined for group: (Fancy White Metal Railing) sheet = melos_tiles_fencing_02
LOG  : General     , 1772728480914> MOVABLES: Not all members have a valid face defined for group: (Melos Low Wood Fence White) sheet = melos_tiles_fencing_02
LOG  : General     , 1772728480914> MOVABLES: Not all members have a valid face defined for group: (Fancy Black Metal Railing Gate) sheet = melos_tiles_fencing_02
LOG  : General     , 1772728480914> MOVABLES: Not all members have a valid face defined for group: (White High Country Fence) sheet = melos_tiles_fencing_02
LOG  : General     , 1772728480914> MOVABLES: Not all members have a valid face defined for group: (Fancy Rusty Metal Railing) sheet = melos_tiles_fencing_02
LOG  : General     , 1772728480915> MOVABLES: Object has too many faces defined for group: (Shortrest County Contruction Sign) sheet = melos_tiles_random_props_03
LOG  : General     , 1772728481054> MOVABLES: Object has only one face defined for group: (Large Dark Brown Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Not all members have a valid face defined for group: (Large Dark Brown Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Object has only one face defined for group: (Dark Brown Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Not all members have a valid face defined for group: (Dark Brown Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Object has only one face defined for group: (Large Brown Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Not all members have a valid face defined for group: (Large Brown Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Object has only one face defined for group: (White Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Not all members have a valid face defined for group: (White Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Object has only one face defined for group: (Bright Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Not all members have a valid face defined for group: (Bright Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Object has only one face defined for group: (Small Brown Low Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Not all members have a valid face defined for group: (Small Brown Low Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Object has only one face defined for group: (Large White Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Not all members have a valid face defined for group: (Large White Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Difference in SpriteGrid settings for members of group: (Long Fancy White Low Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Object has only one face defined for group: (Large Bright Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Not all members have a valid face defined for group: (Large Bright Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Object has only one face defined for group: (Small White Low Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Not all members have a valid face defined for group: (Small White Low Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Object has only one face defined for group: (Brown Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Not all members have a valid face defined for group: (Brown Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Object has only one face defined for group: (Small Bright Low Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Not all members have a valid face defined for group: (Small Bright Low Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Object has only one face defined for group: (Large Black Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: Not all members have a valid face defined for group: (Large Black Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481055> MOVABLES: double SpriteGrid position (0,1) for multi sprite movable, group: (Long Black Low Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481056> MOVABLES: SpriteGrid dimensions error for multi sprite movable, group: (Long Black Low Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481056> MOVABLES: Error in multi sprite movable, group: (Long Black Low Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481056> MOVABLES: Object has only one face defined for group: (Small Black Low Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481056> MOVABLES: Not all members have a valid face defined for group: (Small Black Low Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481056> MOVABLES: Object has only one face defined for group: (Small Dark Brown Low Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481056> MOVABLES: Not all members have a valid face defined for group: (Small Dark Brown Low Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481056> MOVABLES: Object has only one face defined for group: (Black Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481056> MOVABLES: Not all members have a valid face defined for group: (Black Mid Round Table) sheet = melos_tiles_furniture_tables_low_01
LOG  : General     , 1772728481058> MOVABLES: Not all members have a valid face defined for group: (Melos Custom Wall Vines) sheet = melos_tiles_gardencenter_vines_01
LOG  : General     , 1772728481152> MOVABLES: Not all members have a valid face defined for group: (Melos Net Goal) sheet = melos_tiles_random_props_sports_01
LOG  : General     , 1772728481152> MOVABLES: Object has only one face defined for group: (Melos Large Bowling Pin Bottom) sheet = melos_tiles_random_props_sports_01
LOG  : General     , 1772728481152> MOVABLES: Not all members have a valid face defined for group: (Melos Large Bowling Pin Bottom) sheet = melos_tiles_random_props_sports_01
LOG  : General     , 1772728481152> MOVABLES: Object has only one face defined for group: (Melos Large Bowling Pin Top) sheet = melos_tiles_random_props_sports_01
LOG  : General     , 1772728481152> MOVABLES: Not all members have a valid face defined for group: (Melos Large Bowling Pin Top) sheet = melos_tiles_random_props_sports_01
LOG  : General     , 1772728481152> MOVABLES: Not all members have a valid face defined for group: (Melos Large Bowling Ball) sheet = melos_tiles_random_props_sports_01
LOG  : General     , 1772728481154> MOVABLES: Not all members have a valid face defined for group: (Concrete Stairs) sheet = melos_tiles_stairs_02
LOG  : General     , 1772728481155> MOVABLES: Not all members have a valid face defined for group: (Wood Stairs) sheet = melos_tiles_stairs_03
LOG  : General     , 1772728481155> MOVABLES: Not all members have a valid face defined for group: (Broken Concrete Stairs) sheet = melos_tiles_stairs_03
LOG  : General     , 1772728481155> MOVABLES: Not all members have a valid face defined for group: (Concrete Stairs) sheet = melos_tiles_stairs_03
LOG  : General     , 1772728481321> MOVABLES: Not all members have a valid face defined for group: (Melos Green Lattice Fence) sheet = melos_tiles_detailing_exterior_03
LOG  : General     , 1772728481321> MOVABLES: Not all members have a valid face defined for group: (Melos Hazelnut Lattice Fence) sheet = melos_tiles_detailing_exterior_03
LOG  : General     , 1772728481321> MOVABLES: Not all members have a valid face defined for group: (Melos Blue Lattice Fence) sheet = melos_tiles_detailing_exterior_03
LOG  : General     , 1772728481321> MOVABLES: Not all members have a valid face defined for group: (Melos Red Lattice Fence) sheet = melos_tiles_detailing_exterior_03
LOG  : General     , 1772728481321> MOVABLES: Not all members have a valid face defined for group: (Melos White Lattice Fence) sheet = melos_tiles_detailing_exterior_03
LOG  : General     , 1772728481321> MOVABLES: Not all members have a valid face defined for group: (Melos Brown Lattice Fence) sheet = melos_tiles_detailing_exterior_03
LOG  : General     , 1772728481321> MOVABLES: Not all members have a valid face defined for group: (Melos Eggshell Lattice Fence) sheet = melos_tiles_detailing_exterior_03
LOG  : General     , 1772728481321> MOVABLES: Not all members have a valid face defined for group: (Melos Mahagoni Lattice Fence) sheet = melos_tiles_detailing_exterior_03
